Lismore Priv Day Surgery,LISMORE,NSW
Lithgow Comm Priv Hospital,LITHGOW,NSW
Lithgow District Hospital,LITHGOW,NSW
Liverpool Day Surgery,MOOREBANK,NSW
Liverpool Hospital,LIVERPOOL,NSW
Lockhart & Dist Hospital,LOCKHART,NSW
Logan Hospital,MEADOWBROOK,QLD
Logan Private Hospital,MEADOWBROOK,QLD
Longford Toosey Memorial H,LAUNCESTON,TAS
Longreach Hospital,LONGREACH,QLD
Longueville Private Hosp,LONGUEVILLE,NSW
Lorne Community Hospital,LORNE,VIC
Loxton Hospital Complex,LOXTON,SA
Lucan Care Community Cntr,LEICHHARDT,NSW
Lyell McEwin Hospital,ELIZABETH VALE,SA
Mackay Base Hospital,MACKAY,QLD
Macksville Health Campus,MACKSVILLE,NSW
Maclean Hospital,MACLEAN,NSW
Macquarie Hospital,NORTH RYDE,NSW
Macquarie University Hospital,MACQUARIE UNIVERSITY,NSW
Maitland Hospital,MAITLAND,NSW
Maitland Private Hospital,ASHTONFIELD,NSW
Maldon Hospital,MALDON,VIC
Maleny Hospital,MALENY,QLD
Mallala Community Hospital,MALLALA,SA
Mallee Track Health & Community Service,OUYEN,VIC
Malvern Private Hospital,MALVERN EAST,VIC
Manangatang and District Hospital,MANANGATANG,VIC
Manilla Hospital,MANILLA,NSW
Manly Hospital,MANLY,NSW
Manly Waters Private Hosp,MANLY,NSW
Manning Rural Referral Hospital,TAREE,NSW
Mannum District Hospital,MANNUM,SA
Mansfield Dist Hospital,MANSFIELD,VIC
Maree Health Service,MARREE,SA
Mareeba Hospital,MAREEBA,QLD
Margaret River Hospital,MARGARET RIVER,WA
Maroondah Hospital,RINGWOOD EAST,VIC
Mary Potter Hospice,NORTH ADELAIDE,SA
Maryborough Dist Hlth Serv,MARYBOROUGH,VIC
Maryborough District Health Service - Dunolly Campus,DUNOLLY,VIC
Maryborough Hospital,MARYBOROUGH,QLD
Maryvale Private Hospital,MORWELL,VIC
Masada Private Hospital,ST KILDA EAST,VIC
Mater Adult Hospital,SOUTH BRISBANE,QLD
Mater Children's Hospital,SOUTH BRISBANE,QLD
Mater Hospital Rockhampton,ROCKHAMPTON,QLD
Mater Hospital Bundaberg,BUNDABERG WEST,QLD
Mater Hospital Townsville,PIMLICO,QLD
Mater Hospital Mackay,NORTH MACKAY,QLD
Mater Hospital Gladstone,GLADSTONE,QLD
Mater Hospital Yeppoon,YEPPOON,QLD
Mater Hyde Park Hospital,HYDE PARK,QLD
Mater Mothers' Hospital,SOUTH BRISBANE,QLD
Mater Private Hospital,SOUTH BRISBANE,QLD
Mater Private Rehabilitation Hospital,SOUTH BRISBANE,QLD
Mater Private Emergency Care Centre,SOUTH BRISBANE,QLD
Mater Private Hospital - Redland,CLEVELAND,QLD
Mayo Private Hospital,TAREE,NSW
McIvor Health & Comm Serv,HEATHCOTE,VIC
McLaren Vale & Districts War Memorial Hospital,MCLAREN VALE,SA
Meandarra Outpts Clinic,MEANDARRA,QLD
Meekatharra Dist Hospital,MEEKATHARRA,WA
Melb Endoscopy Day Hosp,MELBOURNE,VIC
Melbourne Day Surgery Ctr,CAULFIELD,VIC
Melbourne Endoscopy Group,CLAYTON,VIC
Melbourne Private Hospital,PARKVILLE,VIC
Meningie & Dist Hospital,MENINGIE,SA
Mercy Hospital,ALBURY,NSW
Mercy Hospital Mt Lawley,MOUNT LAWLEY,WA
Mercy Hospital for Women,HEIDELBERG,VIC
Mercy Palliative Care,SUNSHINE,VIC
Mercy Private Hospital,EAST MELBOURNE,VIC
Mercy Therapy Centre,ROCKHAMPTON NORTH,QLD
Merredin District Hospital,MERREDIN,WA
Merriwa Multi Purpose Service,MERRIWA,NSW
Mersey Community Hospital,LATROBE,TAS
Metropolitan Rehabilitation Hospital,PETERSHAM,NSW
Mid West Health-Wudinna,WUDINNA,SA
Mid-West Health - Elliston,ELLISTON,SA
Mid-West Hlth-Streaky Bay,STREAKY BAY,SA
Midlands Multi-Purpose Health Centre,OATLANDS,TAS
Mildura Base Hospital,MILDURA,VIC
Mildura Private Hospital,MILDURA,VIC
Miles Hospital,MILES,QLD
Millicent Hosp & Hlth Serv,MILLICENT,SA
Milton-Ulladulla Hospital,MILTON,NSW
Minchinbury Community Hosp,MINCHINBURY,NSW
Mitcham Private Hospital,MITCHAM,VIC
Mitchell Hospital,MITCHELL,QLD
Modbury Priv Endoscopy Clinic,MODBURY,SA
Modbury Public Hospital,MODBURY,SA
Molong Health Service,MOLONG,NSW
Mona Vale Hospital,MONA VALE,NSW
Monash IVF,CLAYTON,VIC
Monash IVF - Geelong,GEELONG,VIC
Monash IVF Clinic,RICHMOND,VIC
Monash IVF Gold Coast,SOUTHPORT,QLD
Monash IVF Queensland,SUNNYBANK,QLD
Monash IVF Rockhampton,ROCKHAMPTON,QLD
Monash Medical Centre,CLAYTON,VIC
Monash Medical Centre,BENTLEIGH EAST,VIC
Monash Surgical Priv Hosp,CLAYTON,VIC
Montefiore Homes-A Rabinov,PRAHRAN,VIC
Montefiore Homes for Aged,CAULFIELD NORTH,VIC
Monto Hospital,MONTO,QLD
Montserrat Day Hospital-Gaythorne,GAYTHORNE,QLD
Montserrat Day Hospital-Spring Hill,SPRING HILL,QLD
Montserrat Day Hospital-Indooroopilly,INDOOROOPILLY,QLD
Moonta Health & Aged Care,MOONTA,SA
Moora Dist Health Service,MOORA,WA
Moranbah Hospital,MORANBAH,QLD
Morawa Health Service,MORAWA,WA
Moree Hospital,MOREE,NSW
Mornington Island Hospital,MORNINGTON ISLAND,QLD
Moruya District Hospital,MORUYA,NSW
Mosman Day Procedure Ctr,MOSMAN,NSW
Mosman Hall Hospital,CHARTERS TOWERS,QLD
Mosman Private Hospital,MOSMAN,NSW
Mount Barker DSM Hospital,MOUNT BARKER,SA
Mount Gambier Private Hosp,MOUNT GAMBIER,SA
Mount Hospital,WEST PERTH,WA
Mount Isa Base Hospital,MOUNT ISA,QLD
Mount Lawley Private Hosp,MOUNT LAWLEY,WA
Mount Morgan Hospital,MOUNT MORGAN,QLD
Mount Wilga Private Hospital,HORNSBY,NSW
Moura Hospital,MOURA,QLD
Moyne Health Services,PORT FAIRY,VIC
Mr RD Story's Surgery,MELBOURNE,VIC
Mr RD Story's Surgery,HEIDELBERG,VIC
Mr RD Story's Surgery,CLAYTON,VIC
Mt Gambier Health Service,MOUNT GAMBIER,SA
Mt Pleasant Dist Hospital,MOUNT PLEASANT,SA
Mudgee District Hospital,MUDGEE,NSW
Mudgeeraba Dental Care,MUDGEERABA,QLD
Mugga Wara Endoscopy Centre,GARRAN,ACT
Mullewa Health Services,MULLEWA,WA
Mullumbimby District Hospital,MULLUMBIMBY,NSW
Mundubbera Health Service,MUNDUBBERA,QLD
Mungindi Hospital,MUNGINDI,NSW
Murdoch Community Hospice,MURDOCH,WA
Murgon Hospital,MURGON,QLD
Murray Bridge Hospital,MURRAY BRIDGE,SA
Murray District Hospital,PINJARRA,WA
Murray Valley Private Hospital,WODONGA,VIC
Murrumburrah-Harden Hospital,HARDEN,NSW
Murwillumbah Dist Hospital,MURWILLUMBAH,NSW
Muswellbrook Hospital,MUSWELLBROOK,NSW
NSW Eye Centre,ASHFIELD,NSW
Nagambie Hospital Inc,NAGAMBIE,VIC
Nambour General Hospital,NAMBOUR,QLD
Nambour Selangor Private Hospital,NAMBOUR,QLD
Nanango Hospital,NANANGO,QLD
Naracoorte Health Service,NARACOORTE,SA
Narembeen Dist Hospital,NAREMBEEN,WA
Narrabri Hospital,NARRABRI,NSW
Narrandera Dist Hospital,NARRANDERA,NSW
Narrogin Regional Hospital,NARROGIN,WA
Narromine Dist Hospital,NARROMINE,NSW
Nathalia District Hospital,NATHALIA,VIC
National Capital Private Hosp,GARRAN,ACT
Neerim District Hospital,NEERIM SOUTH,VIC
Nepean Hospital,KINGSWOOD,NSW
Nepean Private Hospital,KINGSWOOD,NSW
Neringah Hospital,WAHROONGA,NSW
New Farm Clinic,NEW FARM,QLD
New Norfolk Dist Hospital,NEW NORFOLK,TAS
Newcastle Plastic Cosmetic Surgery,NEWCASTLE,NSW
Newcastle Private Hospital,NEW LAMBTON HEIGHTS,NSW
Newman District Hospital,NEWMAN,WA
Ngala Family Resource Ctr,KENSINGTON,WA
Nhill Hospital,NHILL,VIC
Nickol Bay Hospital,KARRATHA,WA
Nimbin Multi-Purpose Service,NIMBIN,NSW
Niola Private Hospital,LEEDERVILLE,WA
Noarlunga Health Services,NOARLUNGA CENTRE,SA
Noarlunga Private Hospital,NOARLUNGA CENTRE,SA
Noble Park Endoscopy Ctre,NOBLE PARK,VIC
Noosa Hospital,NOOSAVILLE,QLD
Norfolk Island Hospital,NORFOLK ISLAND,NSW
Normanton Hospital,NORMANTON,QLD
Norseman District Hospital,NORSEMAN,WA
North Adelaide Day Surgery,NORTH ADELAIDE,SA
North Eastern Community Hospital,CAMPBELLTOWN,SA
North Eastern Rehabilitation Centre,IVANHOE,VIC
North Gosford Private Hosp,GOSFORD,NSW
North Midlands Dist Hosp,THREE SPRINGS,WA
North Qld Day Surgery Ctr,PIMLICO,QLD
North Shore Private Hosp,ST LEONARDS,NSW
North West Day Hospital,ASCOT VALE,VIC
North West Private Hosp,EVERTON PARK,QLD
North West Private Hospital,BURNIE,TAS
North West Regional Hosp,BURNIE,TAS
Northam Regional Hospital,NORTHAM,WA
Northampton District Hosp,NORTHAMPTON,WA
Northcote Day Centre,NORTHCOTE,VIC
Northeast Health Wangaratta,WANGARATTA,VIC
Northern Endoscopy Ctr,SALISBURY SOUTH,SA
Northpark Private Hospital,BUNDOORA,VIC
Northside Cremorne Clinic,CREMORNE,NSW
Norwest Private Hospital,BELLA VISTA,NSW
Nowra Private Hospital,NOWRA,NSW
Nth/Eastn Soldiers Mem Hsp,SCOTTSDALE,TAS
Nthrn Yorke Priv Hospital,WALLAROO,SA
Numurkah District Health Service,NUMURKAH,VIC
Nyngan Health Service,NYNGAN,NSW
O'Connell Family Centre,CANTERBURY,VIC
Oakey Health Services,OAKEY,QLD
Oberon Multi-Purpose Service,OBERON,NSW
Omeo District Health,OMEO,VIC
Oncology Day Centre,EAST MELBOURNE,VIC
Onslow Health Service,ONSLOW,WA
Ophthalmic Day Surgery,PENRITH,NSW
Oral Surgery Day Centre,CHATSWOOD,NSW
Orana Eye Centre,DUBBO,NSW
Orange Base Hospital,ORANGE,NSW
Orange Eye Centre,ORANGE,NSW
Orbost Regional Health,ORBOST,VIC
Orroroo & District Health Service,ORROROO,SA
Osborne Park Hospital,STIRLING,WA
Otway Health & Community Services,APOLLO BAY,VIC
Pacific Day Surgery,FORTITUDE VALLEY,QLD
Pacific Private Hospital-Day Surgery Centre,SOUTHPORT,QLD
Palm Court,NORTH ROCKHAMPTON,QLD
Pambula District Hospital,PAMBULA,NSW
Paraburdoo Dist Hospital,PARABURDOO,WA
Parkes Health Service,PARKES,NSW
Parkwynd Private Hospital,ADELAIDE,SA
Peak Hill Health Service,PEAK HILL,NSW
Peel Health Campus,MANDURAH,WA
Pemberton Hospital,PEMBERTON,WA
Pendlebury Clinic Private Hospital,CARDIFF,NSW
Peninsula Eye Hospital,REDCLIFFE,QLD
Peninsula Private Hospital,FRANKSTON,VIC
Peninsula Private Hospital,KIPPA-RING,QLD
Pennant Hills Day Endoscopy Centre,PENNANT HILLS,NSW
Penola War Mem Hospital,PENOLA,SA
Penshurst Health Service,PENSHURST,VIC
Perth Clinic,WEST PERTH,WA
Peter MacCallum Cancer Centre,EAST MELBOURNE,VIC
Peterborough Hospital,PETERBOROUGH,SA
Pindara Day Procedure Centre,BENOWA,QLD
Pindara Private Hospital,BENOWA,QLD
Pine Rivers Private Hosp,STRATHPINE,QLD
Pingelly Health Service,PINGELLY,WA
Pinnaroo Memorial Hospital,PINNAROO,SA
Pioneer Valley Priv Hosp,MACKAY NORTH,QLD
Pittwater Day Surgery,MONA VALE,NSW
Plantagenet Dist Hospital,MOUNT BARKER,WA
Plantation Adult Day Cntr,MENORA,WA
Port Augusta Hospital,PORT AUGUSTA,SA
Port Broughton Hospital,PORT BROUGHTON,SA
Port Kembla Hospital,WARRAWONG,NSW
Port Lincoln Health Services,PORT LINCOLN,SA
Port Macquarie Priv Hosp,PORT MACQUARIE,NSW
Port Macquarie Base Hosp,PORT MACQUARIE,NSW
Port Pirie Hospital & Regional Health Service,PORT PIRIE,SA
Portland District Hospital,PORTLAND,VIC
Portland District Hospital,PORTLAND,NSW
President Private Hospital,KIRRAWEE,NSW
Preterm Foundation,SURRY HILLS,NSW
Prince of Wales Hospital,RANDWICK,NSW
Prince of Wales Priv Hosp,RANDWICK,NSW
Princess Alexandra Hospital ,WOOLLOONGABBA,QLD
Princess Margaret Hospital for Children,SUBIACO,WA
Proserpine Hospital,PROSERPINE,QLD
Proston Outpatients Centre,PROSTON,QLD
QEII Family Centre,CURTIN,ACT
QFG Day Theatres,SPRING HILL,QLD
Quairading Dist Hospital,QUAIRADING,WA
Queanbeyan Dist Hosp & HS,QUEANBEYAN,NSW
Queen Elizabeth Centre,NOBLE PARK,VIC
Queen Elizabeth II Jubilee Hospital,COOPERS PLAINS,QLD
Quilpie Hospital,QUILPIE,QLD
Quirindi Hospital,QUIRINDI,NSW
Quorn Memorial Hospital,QUORN,SA
RMH - Royal Park Campus,PARKVILLE,VIC
RPA Women and Babies,CAMPERDOWN,NSW
Rainbow Hospital & N/Home,RAINBOW,VIC
Randwick Day Surgery,RANDWICK,NSW
Rankin Park Hospital,NEW LAMBTON HEIGHTS,NSW
Ravensthorpe Health Serv,RAVENSTHORPE,WA
Ray St Adult Day Centre,ROCKINGHAM,WA
Redcliffe Hospital,REDCLIFFE,QLD
Redland Hospital,CLEVELAND,QLD
Renmark Paringa Hospital,RENMARK,SA
Repatriation General Hosp,DAW PARK,SA
Reservoir Private Hospital,RESERVOIR,VIC
Richmond Hospital & Community Health Centre,RICHMOND,QLD
Ringwood Private Hospital,RINGWOOD EAST,VIC
Rivendell Child & Adolescent Unit,CONCORD WEST,NSW
Riverina Cancer Care Centre,WAGGA WAGGA,NSW
Riverina Cardio & Phys Ctr,WAGGA WAGGA,NSW
Riverton District Soldiers Memorial Hospital,RIVERTON,SA
Robertson Community Centre,CARLINGFORD,NSW
Robinvale District Health Services,ROBINVALE,VIC
Rochester & Elmore District Health Service,ROCHESTER,VIC
Rockhampton Hospital,ROCKHAMPTON,QLD
Rockingham-Kwinana District Hospital,COOLOONGUP,WA
Roderick St Day Surgery,IPSWICH,QLD
Roebourne Dist Hospital,ROEBOURNE,WA
Roma Hospital,ROMA,QLD
Rosebery Community Hospital,ROSEBERY,TAS
Rosebud Comm Rehab Service,ROSEBUD,VIC
Rosebud Hospital,ROSEBUD,VIC
Rosebud SurgiCentre,ROSEBUD WEST,VIC
Rosemont Endoscopy Centre,WOLLONGONG,NSW
Rosemount Hospital,WINDSOR,QLD
Roxby Downs Health Service,ROXBY DOWNS,SA
Royal Adelaide Hospital,ADELAIDE,SA
Royal Brisbane & Womens Hospital,HERSTON,QLD
Royal Children's Hospital,PARKVILLE,VIC
Royal Children's Hospital,HERSTON,QLD
Royal Darwin Hospital,TIWI,NT
Royal Dental Hospital of Melbourne,CARLTON,VIC
Royal Hobart Hospital,HOBART,TAS
Royal Hobart Hosp Day Surg,HOBART,TAS
Royal Hospital for Women,RANDWICK,NSW
Royal Melbourne Hospital,PARKVILLE,VIC
Royal Newcastle Centre,NEW LAMBTON HEIGHTS,NSW
Royal North Shore Hospital,ST LEONARDS,NSW
Royal Perth Rehab Hospital,SHENTON PARK,WA
Royal Perth Hospital,PERTH,WA
Royal Prince Alfred Hosp,CAMPERDOWN,NSW
Royal Rehabilitation Centre Sydney,RYDE,NSW
Royal Talbot Rehab Centre,KEW,VIC
Royal Victorian Eye & Ear Hospital,EAST MELBOURNE,VIC
Royal Women's Hospital,HERSTON,QLD
Rural Northwest Health,WARRACKNABEAL,VIC
Rural Nthwst Hlth-Hopetoun,HOPETOUN,VIC
Ryde Hospital,EASTWOOD,NSW
Rylstone Health Service,RYLSTONE,NSW
SJOG Nepean Rehabilitation Hosp,FRANKSTON,VIC
Sach Day Surgery,ADELAIDE,SA
Sacred Heart Hospice,DARLINGHURST,NSW
San Day Surgery Hornsby,HORNSBY,NSW
Sandringham & District Memorial Hospital,SANDRINGHAM,VIC
Sarina Hospital,SARINA,QLD
Scott Memorial Hospital,SCONE,NSW
Sea Lake Health Service,SEA LAKE,VIC
Serapis Day Hospital,KARRINYUP,WA
Seymour District Hospital,SEYMOUR,VIC
Shellharbour Private Hosp,SHELLHARBOUR,NSW
Shellharbour Hospital,MOUNT WARRIGAL,NSW
Shepparton Private Hospital,SHEPPARTON,VIC
Shoalhaven District Memorial Hospital,NOWRA,NSW
Short Street Day Surgery,SOUTHPORT,QLD
Singleton Health Services,SINGLETON,NSW
Sir Charles Gairdner Hospital,NEDLANDS,WA
Sir John Monash Private Hospital,CLAYTON,VIC
Skipton Health Service,SKIPTON,VIC
Smithton District Hospital,SMITHTON,TAS
Snowtown Memorial Hospital,SNOWTOWN,SA
South Brisbane Dental Hosp,WOOLLOONGABBA,QLD
South Coast Comm Hospital,VICTOR HARBOR,SA
South Eastern Private Hospital,NOBLE PARK,VIC
South Gippsland Hospital,FOSTER,VIC
South Guildford Centre,SOUTH GUILDFORD,WA
South Perth Community Hosp,COMO,WA
South Perth Endoscopy,SOUTH PERTH,WA
South West Healthcare,CAMPERDOWN,VIC
South West Healthcare,WARRNAMBOOL,VIC
South Western Endoscopy Centre,LIVERPOOL,NSW
Southbank Clinic,SOUTH PERTH,WA
Southern Adelaide Palliative Services,DAW PARK,SA
Southern Cross Health Serv,SOUTHERN CROSS,WA
Southern Day Surgery,FRANKSTON,VIC
Southern Highlands Private Hospital,BOWRAL,NSW
Southside Endoscopy Centre,LOGANHOLME,QLD
Sportsmed SA Hospital,STEPNEY,SA
Springsure Hospital,SPRINGSURE,QLD
Springwood Hospital,SPRINGWOOD,NSW
St Albans Endoscopy Centre,ST ALBANS,VIC
St Andrew's Ipswich Private Hospital,IPSWICH,QLD
St Andrew's Toowoomba Hosp,TOOWOOMBA,QLD
St Andrew's Hospital,ADELAIDE,SA
St Andrew's War Memorial Hospital,BRISBANE,QLD
St Catherine's Day Respite,CLONTARF,QLD
St George Health Service,ST GEORGE,QLD
St George Hospital,KOGARAH,NSW
St George IVF & Fertility,HURSTVILLE,NSW
St George Private Hospital,KOGARAH,NSW
St George's Hospital,KEW,VIC
St Helens District Hosp,ST HELENS,TAS
St Helens Private Hospital,HOBART,TAS
St John of God Pinelodge Clinic,DANDENONG,VIC
St John of God Hospital,BURWOOD,NSW
St John of God Hosp,NORTH RICHMOND,NSW
St John of God Hospital,GEELONG,VIC
St John of God Health Care,BENDIGO,VIC
St John of God Hospital,SUBIACO,WA
St John of God Health Care,SUBIACO,WA
St John of God Hospital,BERWICK,VIC
St John of God Health Care,WARRNAMBOOL,VIC
St John of God Health Care,BUNBURY,WA
St John of God Health Care,GERALDTON,WA
St John of God Health Care,BALLARAT,VIC
St John of God Health Care,MURDOCH,WA
St John's Hospital,SOUTH HOBART,TAS
St Joseph's Hospital,AUBURN,NSW
St Laurence House,NEWTOWN,VIC
St Luke's Hospital,POTTS POINT,NSW
St Luke's Private Hospital,LAUNCESTON,TAS
St Margaret's Rehabilitation Hospital,SEMAPHORE SOUTH,SA
St Mark Dental Surgery,MONTEREY,NSW
St Stephen's Hospital Maryborough,MARYBOROUGH,QLD
St Stephen's Hospital Hervey Bay,PIALBA,QLD
St Vincent's Hospital,FITZROY,VIC
St Vincent's & Mercy Private Hospital,FITZROY,VIC
St Vincent's Hospital,TOOWOOMBA,QLD
St Vincent's Hospital,LAUNCESTON,TAS
St Vincent's Brisbane,KANGAROO POINT,QLD
St Vincent's Private Hospital - East Melbourne,EAST MELBOURNE,VIC
St Vincent's Private Hospital,EAST LISMORE,NSW
St Vincent's Private Hosp,DARLINGHURST,NSW
St Vincent's Hospital,DARLINGHURST,NSW
St Vincents Day Respite,GULLIVER,QLD
St Vincents Rad/Onc Centre,DARLINGHURST,NSW
Stanthorpe Hospital,STANTHORPE,QLD
Stawell Regional Health,STAWELL,VIC
Steele St Clinic,DEVONPORT,TAS
Sth Burnett Comm Priv Hosp,KINGAROY,QLD
Sthn Medical Day Care Ctre,WOLLONGONG,NSW
Sthn Yorke Penin Hlth Serv,YORKETOWN,SA
Stirling District Hospital,STIRLING,SA
Stonnington Day Surgery,MALVERN,VIC
Strathalbyn Health Service,STRATHALBYN,SA
Strathfield Priv Hospital,STRATHFIELD,NSW
Sunnybank Private Hospital,SUNNYBANK,QLD
Sunrise Dental,SUNRISE BEACH,QLD
Sunshine Coast Day Surgery,COTTON TREE,QLD
Sunshine Coast Haematology,MAROOCHYDORE,QLD
Sunshine Coast Private Hospital,BUDERIM,QLD
Sunshine Hospital,ST ALBANS,VIC
Surat Health Service,SURAT,QLD
Surry Hills Day Surgery,SURRY HILLS,NSW
Sussex Day Surgery,SYDNEY,NSW
Sussex Street Day Centre,ROSSLEA,QLD
Sutherland Hospital & CHS,CARINGBAH,NSW
Suzanne Brent Paediatric Dentist,HORNSBY,NSW
Swan District Hospital,MIDDLE SWAN,WA
Swan Hill Dist Hospital,SWAN HILL,VIC
Sydney Adventist Hospital,WAHROONGA,NSW
Sydney Children's Hospital,RANDWICK,NSW
Sydney Clinic GI Disease,BONDI JUNCTION,NSW
Sydney Day Surgery - Prince Alfred,NEWTOWN,NSW
Sydney Dental Hospital,SURRY HILLS,NSW
Sydney ENT & Facial Day Surgery Centre,CHATSWOOD,NSW
Sydney Eye Hospital,SYDNEY,NSW
Sydney Haematology & Oncology Clinic,HORNSBY,NSW
Sydney Hospital,SYDNEY,NSW
Sydney IVF,SYDNEY,NSW
Sydney Southwest Private Hospital,LIVERPOOL,NSW
T & G Day Surgery,BRISBANE,QLD
TQEH Day Surgery Unit,WOODVILLE,SA
Tailem Bend District Hospital,TAILEM BEND,SA
Tallangatta Health Service,TALLANGATTA,VIC
Tamara Private Hospital,TAMWORTH,NSW
Tamworth Base Hospital,TAMWORTH,NSW
Tanunda Hospital,TANUNDA,SA
Tara Hospital,TARA,QLD
Tarietta Day Surgery/Makeover Centre,CAULFIELD NORTH,VIC
Taroom Health Services,TAROOM,QLD
Tatura Hospital & N/Home,TATURA,VIC
Temora & District Hospital,TEMORA,NSW
Tennant Creek Hospital,TENNANT CREEK,NT
Tenterfield Community Hosp,TENTERFIELD,NSW
Terang & Mortlake Hlth Svc,TERANG,VIC
Texas M-P Health Service,TEXAS,QLD
The Adelaide Clinic,GILBERTON,SA
The Alfred,MELBOURNE,VIC
The Avenue Hospital,WINDSOR,VIC
The Bays Hosp-Mornington,MORNINGTON,VIC
The Canberra Hospital,GARRAN,ACT
The Children's Hospital at Westmead,WESTMEAD,NSW
The Cosmetic Studio,SUBIACO,WA
The Deniliquin Hospital,DENILIQUIN,NSW
The Dental Specialists,SYDNEY,NSW
The Eye Hospital,LAUNCESTON,TAS
The Forensic Hospital,MALABAR,NSW
The GI Clinic,MYAREE,WA
The Geelong Hospital,GEELONG,VIC
The Hay Hospital,HAY,NSW
The Hills Plastic Surgery,CASTLE HILL,NSW
The Hills Private Hospital,BAULKHAM HILLS,NSW
The Langton Centre,SURRY HILLS,NSW
The Lotus Institute,SOUTHPORT,QLD
The Marian Centre,WEMBLEY,WA
The Melbourne District Private Hospital,BORONIA,VIC
The Melbourne Clinic,RICHMOND,VIC
The Memorial Hospital,NORTH ADELAIDE,SA
The Northern Hospital,EPPING,VIC
The Prince Charles Hospital,CHERMSIDE,QLD
The Private Clinic,SURRY HILLS,NSW
The Queen Elizabeth Hosp,WOODVILLE SOUTH,SA
The Royal Women's Hospital,PARKVILLE,VIC
The Sydney Clinic,BRONTE,NSW
The Sydney Private Hosp,ASHFIELD,NSW
The Townsville Hospital,DOUGLAS,QLD
The Tweed Hospital,TWEED HEADS,NSW
The Valley Private Hosp,MULGRAVE,VIC
The Victoria Clinic,PRAHRAN,VIC
The Victorian Rehab Centre,GLEN WAVERLEY,VIC
The Wales Day Centre,RANDWICK,NSW
The Wesley Hospital,AUCHENFLOWER,QLD
Theodore Hospital,THEODORE,QLD
Thomas Embling Hospital,FAIRFIELD,VIC
Thursday Island Hospital,THURSDAY ISLAND,QLD
Tibooburra Health Service,TIBOOBURRA,NSW
Timboon Healthcare Service,TIMBOON,VIC
Tingha Multi-Purpose Service,TINGHA,NSW
Tocumwal Hospital,TOCUMWAL,NSW
Tom Price Dist Hospital,TOM PRICE,WA
Toowong Private Hospital,TOOWONG,QLD
Toowoomba Base Hospital,TOOWOOMBA,QLD
Toowoomba Eye/Skin Clinic,TOOWOOMBA,QLD
Toowoomba Hospice,TOOWOOMBA WEST,QLD
Toowoomba Surgicentre,TOOWOOMBA,QLD
Toronto Private Hospital,TORONTO,NSW
Tottenham Health Service,TOTTENHAM,NSW
Townsville Day Surgery,WEST END,QLD
Trangie M-P Health Service,TRANGIE,NSW
Trentham Hospital,TRENTHAM,VIC
Tresillian Family Care Ctr,KINGSWOOD,NSW
Tresillian Family Care Ctr,WOLLSTONECRAFT,NSW
Tri Rhosen Day Hospital,IPSWICH,QLD
Trott Cosmetic Surgery Centre,ADELAIDE,SA
Trundle Multi-Purpose Service,TRUNDLE,NSW
Tullamore Multi-Purpose Service,TULLAMORE,NSW
Tully Hospital,TULLY,QLD
Tumbarumba MP Service,TUMBARUMBA,NSW
Tumby Bay Hospital,TUMBY BAY,SA
Tumut District Hospital,TUMUT,NSW
Tweddle Child Hlth Service,FOOTSCRAY,VIC
Tweed Day Surgery,TWEED HEADS,NSW
Tweed District Dental,TWEED HEADS SOUTH,NSW
Tweed Heads Hospital,TWEED HEADS,NSW
Tweed Heads Medical Centre,TWEED HEADS,NSW
United Gardens Priv Hosp,SUMMER HILL,NSW
Upper Murray Health & Community Services,CORRYONG,VIC
Urana Multi-Purpose Service,URANA,NSW
Urbenville Multi Purpose Service,URBENVILLE,NSW
Victoria Parade Surgery Centre,EAST MELBOURNE,VIC
Vimy House Private Hosp,KEW,VIC
Vision Eye Institute,HAWTHORN EAST,VIC
Vision Eye Institute,FOOTSCRAY,VIC
Vision Eye Institute Southline,HURSTVILLE,NSW
Wagga Endoscopy Centre,WAGGA WAGGA,NSW
Wagga Wagga Base Hospital,WAGGA WAGGA,NSW
Wagin District Hospital,WAGIN,WA
Waikerie Hosp & Hlth Serv,WAIKERIE,SA
Waikiki Private Hospital,WAIKIKI,WA
Walcha Multi-Purpose Service,WALCHA,NSW
Walgett District Hlth Serv,WALGETT,NSW
Wallaroo & Dist Hospital,WALLAROO,SA
Wallumbilla Health Service,WALLUMBILLA,QLD
Walwa & District Hospital,WALWA,VIC
Wandoan Prim Hlth Care Ctr,WANDOAN,QLD
Wangaratta Private Hosp,WANGARATTA,VIC
Wantirna Health,WANTIRNA,VIC
War Memorial Hosp-Waverley,WAVERLEY,NSW
Warena Day Care Centre,BANGOR,NSW
Warialda Hospital,WARIALDA,NSW
Warners Bay Private Hosp,WARNERS BAY,NSW
Warren District Hospital,MANJIMUP,WA
Warren Multipurpose Health Service,WARREN,NSW
Warringah Mall Day Surgery,BROOKVALE,NSW
Warringal Private Hospital,HEIDELBERG,VIC
Warwick Health Services,WARWICK,QLD
Wauchope Memorial Hospital,WAUCHOPE,NSW
Waverley Endoscopy,MOUNT WAVERLEY,VIC
Waverley Private Hospital,MOUNT WAVERLEY,VIC
Wee Waa Hospital,WEE WAA,NSW
Wellington Health Service,WELLINGTON,NSW
Wentworth Dist Hospital,WENTWORTH,NSW
Werribee Endoscopic Centre,HOPPERS CROSSING,VIC
Werribee Mercy Hospital,WERRIBEE,VIC
Werris Creek Hospital,WERRIS CREEK,NSW
